Store,Date,Weekly_Sales,IsHoliday,Type,WeekNum,Size
1,27-01-2012,1319325.59,FALSE,A,4,151315
1,03-02-2012,1636339.65,FALSE,A,5,151315
1,10-02-2012,1802477.43,TRUE,A,6,151315
1,17-02-2012,1820266,FALSE,A,7,151315
1,24-02-2012,1539387.83,FALSE,A,8,151315
1,02-03-2012,1688420.76,FALSE,A,9,151315
1,09-03-2012,1675473.16,FALSE,A,10,151315
1,16-03-2012,1677870.78,FALSE,A,11,151315
1,23-03-2012,1511514.07,FALSE,A,12,151315
1,30-03-2012,1649604.63,FALSE,A,13,151315
1,06-04-2012,1899676.88,FALSE,A,14,151315
1,13-04-2012,1621031.7,FALSE,A,15,151315
1,20-04-2012,1521577.87,FALSE,A,16,151315
1,27-04-2012,1468928.37,FALSE,A,17,151315
1,04-05-2012,1684522.53,FALSE,A,18,151315
1,11-05-2012,1611096.05,FALSE,A,19,151315
1,18-05-2012,1595901.87,FALSE,A,20,151315
1,25-05-2012,1555444.55,FALSE,A,21,151315
1,01-06-2012,1624477.58,FALSE,A,22,151315
1,08-06-2012,1697230.96,FALSE,A,23,151315
1,15-06-2012,1630607,FALSE,A,24,151315
1,22-06-2012,1527845.81,FALSE,A,25,151315
1,29-06-2012,1540421.49,FALSE,A,26,151315
1,06-07-2012,1769854.16,FALSE,A,27,151315
1,13-07-2012,1527014.04,FALSE,A,28,151315
1,20-07-2012,1497954.76,FALSE,A,29,151315
1,27-07-2012,1439123.71,FALSE,A,30,151315
1,03-08-2012,1631135.79,FALSE,A,31,151315
1,10-08-2012,1592689.27,FALSE,A,32,151315
1,17-08-2012,1597868.05,FALSE,A,33,151315
1,24-08-2012,1494122.38,FALSE,A,34,151315
1,31-08-2012,1582083.4,FALSE,A,35,151315
1,07-09-2012,1661767.33,TRUE,A,36,151315
1,14-09-2012,1517428.87,FALSE,A,37,151315
1,21-09-2012,1506126.06,FALSE,A,38,151315
1,28-09-2012,1437059.26,FALSE,A,39,151315
1,05-10-2012,1670785.97,FALSE,A,40,151315
1,12-10-2012,1573072.81,FALSE,A,41,151315
1,19-10-2012,1508068.77,FALSE,A,42,151315
1,26-10-2012,1493659.74,FALSE,A,43,151315
2,05-02-2010,2136989.46,FALSE,A,6,202307
2,12-02-2010,2137809.5,TRUE,A,7,202307
2,19-02-2010,2124451.54,FALSE,A,8,202307
2,26-02-2010,1865097.27,FALSE,A,9,202307
2,05-03-2010,1991013.13,FALSE,A,10,202307
2,12-03-2010,1990489.78,FALSE,A,11,202307
2,19-03-2010,1946070.88,FALSE,A,12,202307
2,26-03-2010,1750197.81,FALSE,A,13,202307
2,02-04-2010,2066187.72,FALSE,A,14,202307
2,09-04-2010,1954925.21,FALSE,A,15,202307
2,16-04-2010,1874957.94,FALSE,A,16,202307
2,23-04-2010,1821990.93,FALSE,A,17,202307
2,30-04-2010,1802450.29,FALSE,A,18,202307
2,07-05-2010,2042583.67,FALSE,A,19,202307
2,14-05-2010,1880752.36,FALSE,A,20,202307
2,21-05-2010,1896937.1,FALSE,A,21,202307
2,28-05-2010,1957113.89,FALSE,A,22,202307
2,04-06-2010,2102539.93,FALSE,A,23,202307
2,11-06-2010,2025538.76,FALSE,A,24,202307
2,18-06-2010,2001636.96,FALSE,A,25,202307
2,25-06-2010,1939927.09,FALSE,A,26,202307
2,02-07-2010,2003940.64,FALSE,A,27,202307
2,09-07-2010,1880902.62,FALSE,A,28,202307
2,16-07-2010,1845879.79,FALSE,A,29,202307
2,23-07-2010,1781717.71,FALSE,A,30,202307
2,30-07-2010,1806442.16,FALSE,A,31,202307
2,06-08-2010,1991909.98,FALSE,A,32,202307
2,13-08-2010,1895601.05,FALSE,A,33,202307
2,20-08-2010,1965331.23,FALSE,A,34,202307
2,27-08-2010,1863840.49,FALSE,A,35,202307
2,03-09-2010,1904608.09,FALSE,A,36,202307
2,10-09-2010,1839128.83,TRUE,A,37,202307
2,17-09-2010,1793903.6,FALSE,A,38,202307
2,24-09-2010,1724557.22,FALSE,A,39,202307
2,01-10-2010,1827440.43,FALSE,A,40,202307
2,08-10-2010,1849921.44,FALSE,A,41,202307
2,15-10-2010,1796551.49,FALSE,A,42,202307
2,22-10-2010,1737947.64,FALSE,A,43,202307
2,29-10-2010,1802755.11,FALSE,A,44,202307
2,05-11-2010,1939061.41,FALSE,A,45,202307
2,12-11-2010,1916825.06,FALSE,A,46,202307
2,19-11-2010,1958935.17,FALSE,A,47,202307
2,26-11-2010,2659043.29,TRUE,A,48,202307
2,03-12-2010,2015781.27,FALSE,A,49,202307
2,10-12-2010,2378726.55,FALSE,A,50,202307
2,17-12-2010,2609166.75,FALSE,A,51,202307
2,24-12-2010,3436301.68,FALSE,A,52,202307
2,31-12-2010,1750434.55,TRUE,A,53,202307
2,07-01-2011,1758050.79,FALSE,A,1,202307
2,14-01-2011,1744197.58,FALSE,A,2,202307
2,21-01-2011,1751384.9,FALSE,A,3,202307
2,28-01-2011,1695371.68,FALSE,A,4,202307
2,04-02-2011,1929784.23,FALSE,A,5,202307
2,11-02-2011,2168041.61,TRUE,A,6,202307
2,18-02-2011,2080884.82,FALSE,A,7,202307
2,25-02-2011,1833511.08,FALSE,A,8,202307
2,04-03-2011,1981607.78,FALSE,A,9,202307
2,11-03-2011,1879107.31,FALSE,A,10,202307
2,18-03-2011,1902557.66,FALSE,A,11,202307
2,25-03-2011,1766162.05,FALSE,A,12,202307
2,01-04-2011,1800171.36,FALSE,A,13,202307
2,08-04-2011,1847552.61,FALSE,A,14,202307
2,15-04-2011,1856467.84,FALSE,A,15,202307
2,22-04-2011,1886339.6,FALSE,A,16,202307
2,29-04-2011,1745545.28,FALSE,A,17,202307
2,06-05-2011,1837743.6,FALSE,A,18,202307
2,13-05-2011,1838513.07,FALSE,A,19,202307
2,20-05-2011,1688281.86,FALSE,A,20,202307
2,27-05-2011,1797732.56,FALSE,A,21,202307
2,03-06-2011,1933796.21,FALSE,A,22,202307
2,10-06-2011,1929153.16,FALSE,A,23,202307
2,17-06-2011,1953771.99,FALSE,A,24,202307
2,24-06-2011,1791001.8,FALSE,A,25,202307
2,01-07-2011,1866243,FALSE,A,26,202307
2,08-07-2011,1853161.99,FALSE,A,27,202307
2,15-07-2011,1785187.29,FALSE,A,28,202307
2,22-07-2011,1743816.41,FALSE,A,29,202307
2,29-07-2011,1680693.06,FALSE,A,30,202307
2,05-08-2011,1876704.26,FALSE,A,31,202307
2,12-08-2011,1812768.26,FALSE,A,32,202307
2,19-08-2011,1844094.59,FALSE,A,33,202307
2,26-08-2011,1821139.91,FALSE,A,34,202307
2,02-09-2011,1809119.7,FALSE,A,35,202307
2,09-09-2011,1748000.65,TRUE,A,36,202307
2,16-09-2011,1691439.52,FALSE,A,37,202307
2,23-09-2011,1669299.78,FALSE,A,38,202307
2,30-09-2011,1650394.44,FALSE,A,39,202307
2,07-10-2011,1837553.43,FALSE,A,40,202307
2,14-10-2011,1743882.19,FALSE,A,41,202307
2,21-10-2011,1834680.25,FALSE,A,42,202307
2,28-10-2011,1769296.25,FALSE,A,43,202307
2,04-11-2011,1959707.9,FALSE,A,44,202307
2,11-11-2011,1920725.15,FALSE,A,45,202307
2,18-11-2011,1902762.5,FALSE,A,46,202307
2,25-11-2011,2614202.3,TRUE,A,47,202307
2,02-12-2011,1954952,FALSE,A,48,202307
2,09-12-2011,2290594.32,FALSE,A,49,202307
2,16-12-2011,2432736.52,FALSE,A,50,202307
2,23-12-2011,3224369.8,FALSE,A,51,202307
2,30-12-2011,1874402.52,TRUE,A,52,202307
2,06-01-2012,1799520.14,FALSE,A,1,202307
2,13-01-2012,1744725.48,FALSE,A,2,202307
2,20-01-2012,1711769.11,FALSE,A,3,202307
2,27-01-2012,1660906.14,FALSE,A,4,202307
2,03-02-2012,1935299.94,FALSE,A,5,202307
2,10-02-2012,2103322.68,TRUE,A,6,202307
2,17-02-2012,2196688.46,FALSE,A,7,202307
2,24-02-2012,1861810.7,FALSE,A,8,202307
2,02-03-2012,1952555.66,FALSE,A,9,202307
2,09-03-2012,1937628.26,FALSE,A,10,202307
2,16-03-2012,1976082.13,FALSE,A,11,202307
2,23-03-2012,1790439.16,FALSE,A,12,202307
2,30-03-2012,1857480.84,FALSE,A,13,202307
2,06-04-2012,2129035.91,FALSE,A,14,202307
2,13-04-2012,1935869.1,FALSE,A,15,202307
2,20-04-2012,1847408.45,FALSE,A,16,202307
2,27-04-2012,1764133.09,FALSE,A,17,202307
2,04-05-2012,1923957.09,FALSE,A,18,202307
2,11-05-2012,1917520.99,FALSE,A,19,202307
2,18-05-2012,2000940.67,FALSE,A,20,202307
2,25-05-2012,1912791.09,FALSE,A,21,202307
2,01-06-2012,1910096.31,FALSE,A,22,202307
2,08-06-2012,2010216.49,FALSE,A,23,202307
2,15-06-2012,1962924.3,FALSE,A,24,202307
2,22-06-2012,1887733.21,FALSE,A,25,202307
2,29-06-2012,1881105.88,FALSE,A,26,202307
2,06-07-2012,2041563.4,FALSE,A,27,202307
2,13-07-2012,1830075.13,FALSE,A,28,202307
2,20-07-2012,1819666.46,FALSE,A,29,202307
2,27-07-2012,1757929.94,FALSE,A,30,202307
2,03-08-2012,1946104.64,FALSE,A,31,202307
2,10-08-2012,1866719.96,FALSE,A,32,202307
2,17-08-2012,1928016.01,FALSE,A,33,202307
2,24-08-2012,1876788.15,FALSE,A,34,202307
2,31-08-2012,1947083.3,FALSE,A,35,202307
2,07-09-2012,1898777.07,TRUE,A,36,202307
2,14-09-2012,1814806.63,FALSE,A,37,202307
2,21-09-2012,1829415.67,FALSE,A,38,202307
2,28-09-2012,1746470.56,FALSE,A,39,202307
2,05-10-2012,1998321.04,FALSE,A,40,202307
2,12-10-2012,1900745.13,FALSE,A,41,202307
2,19-10-2012,1847990.41,FALSE,A,42,202307
2,26-10-2012,1834458.35,FALSE,A,43,202307
3,05-02-2010,461622.22,FALSE,B,6,37392
3,12-02-2010,420728.96,TRUE,B,7,37392
3,19-02-2010,421642.19,FALSE,B,8,37392
3,26-02-2010,407204.86,FALSE,B,9,37392
3,05-03-2010,415202.04,FALSE,B,10,37392
3,12-03-2010,384200.69,FALSE,B,11,37392
3,19-03-2010,375328.59,FALSE,B,12,37392
3,26-03-2010,359949.27,FALSE,B,13,37392
3,02-04-2010,423294.4,FALSE,B,14,37392
3,09-04-2010,415870.28,FALSE,B,15,37392
3,16-04-2010,354993.26,FALSE,B,16,37392
3,23-04-2010,339976.65,FALSE,B,17,37392
3,30-04-2010,361248.39,FALSE,B,18,37392
3,07-05-2010,399323.86,FALSE,B,19,37392
3,14-05-2010,384357.94,FALSE,B,20,37392
3,21-05-2010,343763.17,FALSE,B,21,37392
3,28-05-2010,350303.23,FALSE,B,22,37392
3,04-06-2010,396968.8,FALSE,B,23,37392
3,11-06-2010,355017.09,FALSE,B,24,37392
3,18-06-2010,364076.85,FALSE,B,25,37392
3,25-06-2010,357346.48,FALSE,B,26,37392
3,02-07-2010,381151.72,FALSE,B,27,37392
3,09-07-2010,349214.18,FALSE,B,28,37392
3,16-07-2010,352728.78,FALSE,B,29,37392
3,23-07-2010,352864.49,FALSE,B,30,37392
3,30-07-2010,347955.05,FALSE,B,31,37392
3,06-08-2010,402635.76,FALSE,B,32,37392
3,13-08-2010,339597.38,FALSE,B,33,37392
3,20-08-2010,351728.21,FALSE,B,34,37392
3,27-08-2010,362134.09,FALSE,B,35,37392
3,03-09-2010,366473.97,FALSE,B,36,37392
3,10-09-2010,352260.97,TRUE,B,37,37392
3,17-09-2010,363064.64,FALSE,B,38,37392
3,24-09-2010,355626.87,FALSE,B,39,37392
3,01-10-2010,358784.1,FALSE,B,40,37392
3,08-10-2010,395107.35,FALSE,B,41,37392
3,15-10-2010,345584.39,FALSE,B,42,37392
3,22-10-2010,348895.98,FALSE,B,43,37392
3,29-10-2010,348591.74,FALSE,B,44,37392
3,05-11-2010,423175.56,FALSE,B,45,37392
3,12-11-2010,386635.03,FALSE,B,46,37392
3,19-11-2010,372545.32,FALSE,B,47,37392
3,26-11-2010,565567.84,TRUE,B,48,37392
3,03-12-2010,476420.77,FALSE,B,49,37392
3,10-12-2010,467642.03,FALSE,B,50,37392
3,17-12-2010,498159.39,FALSE,B,51,37392
3,24-12-2010,605990.41,FALSE,B,52,37392
3,31-12-2010,382677.76,TRUE,B,53,37392
3,07-01-2011,378241.34,FALSE,B,1,37392
3,14-01-2011,381061.1,FALSE,B,2,37392
3,21-01-2011,350896.62,FALSE,B,3,37392
3,28-01-2011,364866.24,FALSE,B,4,37392
3,04-02-2011,438516.53,FALSE,B,5,37392
3,11-02-2011,430526.21,TRUE,B,6,37392
3,18-02-2011,432782.1,FALSE,B,7,37392
3,25-02-2011,397211.19,FALSE,B,8,37392
3,04-03-2011,437084.51,FALSE,B,9,37392
3,11-03-2011,404753.3,FALSE,B,10,37392
3,18-03-2011,392109.51,FALSE,B,11,37392
3,25-03-2011,380683.67,FALSE,B,12,37392
3,01-04-2011,374556.08,FALSE,B,13,37392
3,08-04-2011,384075.31,FALSE,B,14,37392
3,15-04-2011,366250.69,FALSE,B,15,37392
3,22-04-2011,391860.04,FALSE,B,16,37392
3,29-04-2011,367405.4,FALSE,B,17,37392
3,06-05-2011,413042.12,FALSE,B,18,37392
3,13-05-2011,386312.68,FALSE,B,19,37392
3,20-05-2011,364603.13,FALSE,B,20,37392
3,27-05-2011,369350.6,FALSE,B,21,37392
3,03-06-2011,394507.84,FALSE,B,22,37392
3,10-06-2011,391638.75,FALSE,B,23,37392
3,17-06-2011,403423.34,FALSE,B,24,37392
3,24-06-2011,385520.71,FALSE,B,25,37392
3,01-07-2011,368962.72,FALSE,B,26,37392
3,08-07-2011,395146.24,FALSE,B,27,37392
3,15-07-2011,373454.33,FALSE,B,28,37392
3,22-07-2011,360617.37,FALSE,B,29,37392
3,29-07-2011,345381.29,FALSE,B,30,37392
3,05-08-2011,409991.11,FALSE,B,31,37392
3,12-08-2011,380376.85,FALSE,B,32,37392
3,19-08-2011,379716.91,FALSE,B,33,37392
3,26-08-2011,366367.55,FALSE,B,34,37392
3,02-09-2011,375988.69,FALSE,B,35,37392
3,09-09-2011,377347.49,TRUE,B,36,37392
3,16-09-2011,375629.51,FALSE,B,37,37392
3,23-09-2011,365248.94,FALSE,B,38,37392
3,30-09-2011,370495.85,FALSE,B,39,37392
3,07-10-2011,403342.4,FALSE,B,40,37392
3,14-10-2011,368282.57,FALSE,B,41,37392
3,21-10-2011,394976.36,FALSE,B,42,37392
3,28-10-2011,389540.62,FALSE,B,43,37392
3,04-11-2011,459443.22,FALSE,B,44,37392
3,11-11-2011,407764.25,FALSE,B,45,37392
3,18-11-2011,398838.97,FALSE,B,46,37392
3,25-11-2011,556925.19,TRUE,B,47,37392
3,02-12-2011,472511.32,FALSE,B,48,37392
3,09-12-2011,468772.8,FALSE,B,49,37392
3,16-12-2011,510747.62,FALSE,B,50,37392
3,23-12-2011,551221.21,FALSE,B,51,37392
3,30-12-2011,410553.88,TRUE,B,52,37392
3,06-01-2012,398178.21,FALSE,B,1,37392
3,13-01-2012,367438.62,FALSE,B,2,37392
3,20-01-2012,365818.61,FALSE,B,3,37392
3,27-01-2012,349518.1,FALSE,B,4,37392
3,03-02-2012,424960.66,FALSE,B,5,37392
3,10-02-2012,473292.47,TRUE,B,6,37392
3,17-02-2012,475591.08,FALSE,B,7,37392
3,24-02-2012,418925.47,FALSE,B,8,37392
3,02-03-2012,469752.56,FALSE,B,9,37392
3,09-03-2012,445162.05,FALSE,B,10,37392
3,16-03-2012,411775.8,FALSE,B,11,37392
3,23-03-2012,413907.25,FALSE,B,12,37392
3,30-03-2012,407488.84,FALSE,B,13,37392
3,06-04-2012,503232.13,FALSE,B,14,37392
3,13-04-2012,420789.74,FALSE,B,15,37392
3,20-04-2012,434822.13,FALSE,B,16,37392
3,27-04-2012,394616.11,FALSE,B,17,37392
3,04-05-2012,439913.57,FALSE,B,18,37392
3,11-05-2012,431985.36,FALSE,B,19,37392
3,18-05-2012,418112.76,FALSE,B,20,37392
3,25-05-2012,413701.29,FALSE,B,21,37392
3,01-06-2012,432268.53,FALSE,B,22,37392
3,08-06-2012,446336.8,FALSE,B,23,37392
3,15-06-2012,442146.79,FALSE,B,24,37392
3,22-06-2012,419497.95,FALSE,B,25,37392
3,29-06-2012,422965.33,FALSE,B,26,37392
3,06-07-2012,411206.5,FALSE,B,27,37392
3,13-07-2012,416913.1,FALSE,B,28,37392
3,20-07-2012,432424.85,FALSE,B,29,37392
3,27-07-2012,389427.9,FALSE,B,30,37392
3,03-08-2012,419990.29,FALSE,B,31,37392
3,10-08-2012,391811.6,FALSE,B,32,37392
3,17-08-2012,394918.83,FALSE,B,33,37392
3,24-08-2012,412456.67,FALSE,B,34,37392
3,31-08-2012,408838.73,FALSE,B,35,37392
3,07-09-2012,408229.73,TRUE,B,36,37392
3,14-09-2012,407589.16,FALSE,B,37,37392
3,21-09-2012,414392.09,FALSE,B,38,37392
3,28-09-2012,389813.02,FALSE,B,39,37392
3,05-10-2012,443583.59,FALSE,B,40,37392
3,12-10-2012,410804.39,FALSE,B,41,37392
3,19-10-2012,424528.04,FALSE,B,42,37392
3,26-10-2012,405432.7,FALSE,B,43,37392
4,05-02-2010,2135143.87,FALSE,A,6,205863
4,12-02-2010,2188307.39,TRUE,A,7,205863
4,19-02-2010,2049860.26,FALSE,A,8,205863
4,26-02-2010,1925728.84,FALSE,A,9,205863
4,05-03-2010,1971057.44,FALSE,A,10,205863
4,12-03-2010,1894324.09,FALSE,A,11,205863
4,19-03-2010,1897429.36,FALSE,A,12,205863
4,26-03-2010,1762539.3,FALSE,A,13,205863
4,02-04-2010,1979247.12,FALSE,A,14,205863
4,09-04-2010,1818452.72,FALSE,A,15,205863
4,16-04-2010,1851519.69,FALSE,A,16,205863
4,23-04-2010,1802677.9,FALSE,A,17,205863
4,30-04-2010,1817273.28,FALSE,A,18,205863
4,07-05-2010,2000626.14,FALSE,A,19,205863
4,14-05-2010,1875597.28,FALSE,A,20,205863
4,21-05-2010,1903752.6,FALSE,A,21,205863
4,28-05-2010,1857533.7,FALSE,A,22,205863
4,04-06-2010,1903290.58,FALSE,A,23,205863
4,11-06-2010,1870619.23,FALSE,A,24,205863
4,18-06-2010,1929736.35,FALSE,A,25,205863
4,25-06-2010,1846651.95,FALSE,A,26,205863
4,02-07-2010,1881337.21,FALSE,A,27,205863
4,09-07-2010,1812208.22,FALSE,A,28,205863
4,16-07-2010,1898427.66,FALSE,A,29,205863
4,23-07-2010,1848426.78,FALSE,A,30,205863
4,30-07-2010,1796637.61,FALSE,A,31,205863
4,06-08-2010,1907638.58,FALSE,A,32,205863
4,13-08-2010,2007050.75,FALSE,A,33,205863
4,20-08-2010,1997181.09,FALSE,A,34,205863
4,27-08-2010,1848403.92,FALSE,A,35,205863
4,03-09-2010,1935857.58,FALSE,A,36,205863
4,10-09-2010,1865820.81,TRUE,A,37,205863
4,17-09-2010,1901755.61,FALSE,A,38,205863
4,24-09-2010,1810684.68,FALSE,A,39,205863
4,01-10-2010,1842821.02,FALSE,A,40,205863
4,08-10-2010,1951494.85,FALSE,A,41,205863
4,15-10-2010,1867345.09,FALSE,A,42,205863
4,22-10-2010,1927610.06,FALSE,A,43,205863
4,29-10-2010,1933333,FALSE,A,44,205863
4,05-11-2010,2013115.79,FALSE,A,45,205863
4,12-11-2010,1999794.26,FALSE,A,46,205863
4,19-11-2010,2097809.4,FALSE,A,47,205863
4,26-11-2010,2789469.45,TRUE,A,48,205863
4,03-12-2010,2102530.17,FALSE,A,49,205863
4,10-12-2010,2302504.86,FALSE,A,50,205863
4,17-12-2010,2740057.14,FALSE,A,51,205863
4,24-12-2010,3526713.39,FALSE,A,52,205863
4,31-12-2010,1794868.74,TRUE,A,53,205863
4,07-01-2011,1862476.27,FALSE,A,1,205863
4,14-01-2011,1865502.46,FALSE,A,2,205863
4,21-01-2011,1886393.94,FALSE,A,3,205863
4,28-01-2011,1814240.85,FALSE,A,4,205863
4,04-02-2011,2119086.04,FALSE,A,5,205863
4,11-02-2011,2187847.29,TRUE,A,6,205863
4,18-02-2011,2316495.56,FALSE,A,7,205863
4,25-02-2011,2078094.69,FALSE,A,8,205863
4,04-03-2011,2103455.75,FALSE,A,9,205863
4,11-03-2011,2039818.41,FALSE,A,10,205863
4,18-03-2011,2116475.38,FALSE,A,11,205863
4,25-03-2011,1944164.32,FALSE,A,12,205863
4,01-04-2011,1900246.47,FALSE,A,13,205863
4,08-04-2011,2074953.46,FALSE,A,14,205863
4,15-04-2011,1960587.76,FALSE,A,15,205863
4,22-04-2011,2220600.76,FALSE,A,16,205863
4,29-04-2011,1878167.44,FALSE,A,17,205863
4,06-05-2011,2063682.76,FALSE,A,18,205863
4,13-05-2011,2002362.37,FALSE,A,19,205863
4,20-05-2011,2015563.48,FALSE,A,20,205863
4,27-05-2011,1986597.95,FALSE,A,21,205863
4,03-06-2011,2065377.15,FALSE,A,22,205863
4,10-06-2011,2073951.38,FALSE,A,23,205863
4,17-06-2011,2141210.62,FALSE,A,24,205863
4,24-06-2011,2008344.92,FALSE,A,25,205863
4,01-07-2011,2051533.53,FALSE,A,26,205863
4,08-07-2011,2066541.86,FALSE,A,27,205863
4,15-07-2011,2049046.95,FALSE,A,28,205863
4,22-07-2011,2036231.39,FALSE,A,29,205863
4,29-07-2011,1989674.07,FALSE,A,30,205863
4,05-08-2011,2160057.39,FALSE,A,31,205863
4,12-08-2011,2105668.74,FALSE,A,32,205863
4,19-08-2011,2232892.1,FALSE,A,33,205863
4,26-08-2011,1988490.21,FALSE,A,34,205863
4,02-09-2011,2078420.31,FALSE,A,35,205863
4,09-09-2011,2093139.01,TRUE,A,36,205863
4,16-09-2011,2075639.33,FALSE,A,37,205863
4,23-09-2011,2031406.41,FALSE,A,38,205863
4,30-09-2011,1929486.63,FALSE,A,39,205863
4,07-10-2011,2166737.65,FALSE,A,40,205863
4,14-10-2011,2074548.85,FALSE,A,41,205863
4,21-10-2011,2207742.13,FALSE,A,42,205863
4,28-10-2011,2151659.59,FALSE,A,43,205863
4,04-11-2011,2281217.31,FALSE,A,44,205863
